txn_date_time,transaction_id,customer_id,policy_number,policy_eff_dt,loss_dt,report_dt,insurance_type,premium_amount,claim_amount,customer_name,address_line1_x,address_line2_x,city_x,state_x,postal_code_x,ssn,marital_status,age,tenure,employment_status,no_of_family_members,risk_segmentation,house_type,social_class,routing_number,acct_number,customer_education_level,claim_status,incident_severity,authority_contacted,any_injury,police_report_available,incident_state,incident_city,incident_hour_of_the_day,agent_id,vendor_id,vendor_name,address_line1_y,address_line2_y,city_y,state_y,postal_code_y,agent_name,date_of_joining,address_line1,address_line2,city,state,postal_code,emp_routing_number,emp_acct_number,policy_age_days,report_delay_days,processing_delay,agent_experience_days,vendor_claim_count,anomaly_score,fraud_flag
2020-10-19,TXN00003467,A00006635,PLC00004745,2017-01-04,2020-10-11,2020-10-14,Travel,0.0126549624293584,-0.5701401742950107,Julia Ganser,10312 Parlett Place,0,Cupertino,CA,95014,158-22-2012,N,50,60,Y,6,H,Mortgage,MI,20487467,ZZRL32620220600894,High School,A,Total Loss,0,1,0,GA,Savannah,9,AGENT00055,VNDR00081,Perez-Richards,8704 Bayberry Place,0,Plantation,KY,40242.0,Wendi Hensley,1992-02-21,7730 Wilkinson Road,0,Nashville,TN,37080,72945591,FFJG64443961824050,-0.6998539452679253,-0.1076870782341027,-0.5426320858356908,1.518706494851778,10,0.057359642521646825,0
2020-10-19,TXN00003470,A00003393,PLC00000017,2014-06-13,2020-10-08,2020-10-13,Health,2.163608414983576,-0.5701401742950107,Annie Thorn,61 Thomas Street,#2,Dedham,MA,2026,649-86-2063,Y,55,105,Y,4,M,Own,LI,26257468,IQWW22579337043155,Bachelor,A,Minor Loss,0,1,0,DC,Washington,16,AGENT00592,VNDR00357,Best PLC,58 North U.S.A Drive,0,Fayetteville,AR,72701.0,Sara Ruiz,1991-09-11,6817 Brentwood Street,0,Arvada,CO,80004,119321641,UUHZ96198984673909,0.2064399575128093,0.9091880703409976,-0.2969081869833199,1.5742884965218216,18,0.039358237815237396,0
2020-10-19,TXN00003471,A00003879,PLC00006178,2020-01-02,2020-10-14,2020-10-15,Life,-0.436288266842206,2.6064239944855885,Adela Downin,2507 R Street Southeast,0,Washington,DC,20020,632-82-5983,N,27,105,Y,5,M,Own,HI,86037806,WCRG64804621161810,College,A,Minor Loss,Ambulance,1,1,DC,Washington,16,AGENT00807,VNDR00492,Hunter PLC,908 Lodge Hill Road,0,Louisville,KY,40223.0,Don Filkins,2000-08-18,8757 Lamar Circle,0,Arvada,CO,80003,71679907,ZPQG99654820130887,-1.7586538959978293,-1.1245622268092037,-0.7883559846880617,0.4424999875155652,16,0.025982459200422636,0
2020-10-19,TXN00003472,A00000072,PLC00008471,2013-10-28,2020-10-06,2020-10-11,Property,1.086061872066211,-0.0709658049152023,Christine Forest,5740 North 59th Avenue,#1156,Glendale,AZ,85301,487-08-0336,Y,53,9,Y,7,M,Rent,MI,27486814,WWZG01700044933177,Masters,A,Total Loss,Police,1,0,FL,Panama City,16,AGENT01150,VNDR00289,Ochoa-Morris,6116 West Charter Oak Road,0,Glendale,AZ,85304.0,David Hernandez,2005-08-13,10891 Kamishak Bay Circle,0,Anchorage,AK,99515,121255718,PUDS25971686370419,0.4259709564714863,0.9091880703409976,0.194539610721422,-0.1928717690751167,19,0.0619837054407939,0
2020-10-19,TXN00003474,A00002318,PLC00004223,2014-08-27,2020-09-30,2020-10-05,Property,0.6762381772954882,0.3374495882137319,Barbara Saling,1040 University Avenue,#R 208,Berkeley,CA,94710,267-96-0742,Y,42,8,Y,3,L,Rent,MI,76558227,KLHW10994154281020,College,A,Major Loss,Police,0,1,TN,Nashville,14,AGENT00090,VNDR00316,Harris-Griffin,8063 Regency Drive,0,Pleasanton,CA,94588.0,Joshua Cherry,1990-11-22,305 Brookside Court,0,Manchester,CT,6042,91036517,DQEH00142970374186,0.1258157410810823,0.9091880703409976,1.6688830038356477,1.6732939369965858,20,0.033998939174257115,0
2020-10-19,TXN00003476,A00000222,PLC00002333,2015-05-02,2020-10-15,2020-10-16,Property,1.4304793610048387,0.655106005091792,Patricia Carter,35 Leominster Road,#1,Lunenburg,MA,1462,520-88-1869,Y,30,10,Y,6,M,Own,MI,46180955,RXSK35406888435549,Bachelor,A,Minor Loss,Ambulance,0,0,AR,Fayetteville,9,AGENT00053,VNDR00206,"Carr, Smith and Prince",33300 Mission Boulevard,#APT 174,Union City,CA,94587.0,Stella Gilbert,1991-10-12,811 River Dell Drive,0,Louisville,KY,40206,124818136,JGCC61882192321093,-0.1005148905887044,-1.1245622268092037,-1.0340798835404326,1.5659511962713146,20,-0.005079205581413615,1
2020-10-19,TXN00003477,A00007811,PLC00009338,2017-01-05,2020-09-29,2020-10-04,Life,0.2314345813044361,2.379526553858403,Jose Olson,22649 McManus Drive,0,Anchorage,AK,99567,385-40-9222,Y,36,68,Y,5,L,Rent,LI,113864793,NQAR92928959504331,High School,A,Minor Loss,0,1,1,VT,Alburgh,1,AGENT01075,VNDR00560,Brown Group,6950 Reno Drive,0,Arvada,CO,80002.0,Sylvia Hawkins,1996-03-22,5156 South Dakota Avenue Northeast,0,Washington,DC,20017,127115137,PMBA89132320063296,-0.7124818345885572,0.9091880703409976,1.9146069026880184,0.9965830666638088,20,0.043775745645203146,0
2020-10-19,TXN00003478,A00006795,PLC00002651,2011-02-13,2020-10-07,2020-10-12,Travel,-0.4501560383319224,-0.7062786386713221,Dolores Henderson,3605 Normandy Place South,0,Nashville,TN,37209,011-98-9315,Y,59,37,Y,3,L,Own,MI,17156840,VOUR08520098558953,High School,A,Major Loss,Ambulance,0,1,CO,Arvada,7,AGENT01065,VNDR00557,Bridges and Sons,3325 Dix Street Northeast,0,Washington,DC,20019.0,Fern Hatcher,1997-12-16,1707 6th Street Northwest,0,Washington,DC,20001,30527016,GRBA63248218676140,1.3866619209410964,0.9091880703409976,-0.0511842881309487,0.7791184851297646,19,0.07125629898431135,0
2020-10-20,TXN00003480,A00003081,PLC00005352,2017-01-27,2020-10-12,2020-10-15,Mobile,-1.6206373483967895,-0.7198924851089532,Karen Dotolo,1403 Robinson Road,0,Nashville,TN,37138,310-42-2504,Y,55,80,Y,3,L,Own,MI,129109222,ALNA40621932420250,MD,A,Minor Loss,Ambulance,0,1,CA,Oakland,8,AGENT00208,VNDR00568,"Green, Allen and Collins",14 Huntington Street,0,Manchester,CT,6040.0,Irene Echeverria,2008-01-16,3388 Thomasson Lane,0,Fairfield,CA,94534,112735166,JASY13623305730371,-0.7212242195028409,-0.1076870782341027,-0.5426320858356908,-0.498572778260355,16,0.08611173062105698,0
2020-10-20,TXN00003481,A00009375,PLC00008397,2015-05-12,2020-10-19,2020-10-19,Motor,0.349621111463064,-0.5247606861695736,Meghan Garcia,8188 Poinsett Terrace,0,Pasadena,MD,21122,203-99-1302,N,33,97,Y,4,L,Rent,MI,91622507,SIDK48200769857875,High School,A,Major Loss,0,0,1,CA,Alameda,5,AGENT00262,VNDR00394,Hart PLC,1108 Slater Street,0,Santa Rosa,CA,95404.0,Stuart Lopez,2002-06-23,4900 Cambridge Way,0,Anchorage,AK,99503,50013115,VWII94517745930110,-0.1063431471982268,-1.632999801096754,-1.5255276812451743,0.2100977430326965,22,0.052364833292532054,0
2020-10-20,TXN00003482,A00007783,PLC00001165,2014-06-30,2020-09-30,2020-10-05,Life,-0.010320002277485,1.290418838847912,Sabrina Weathersby,1025 West 19th Street,#UNIT 1-C,Panama City,FL,32405,454-19-0533,Y,26,10,Y,6,M,Own,MI,89785074,ZAER28335118828109,Bachelor,A,Minor Loss,Ambulance,1,1,CO,Arvada,4,AGENT01027,VNDR00010,Mcclure Ltd,243 Kentucky Avenue,0,Pasadena,MD,21122.0,Peter Bates,2001-07-22,3469 North Par Court,0,Fayetteville,AR,72703,55071686,WURP39860255825021,0.1821555549731326,0.9091880703409976,1.9146069026880184,0.3202195838414698,18,0.0497469235531931,0
2020-10-20,TXN00003483,A00004151,PLC00005805,2013-06-05,2020-10-15,2020-10-16,Property,1.3553450169635397,1.063521398220726,Stephen Stricklin,3215 Madsen Street,0,Hayward,CA,94541,132-08-5675,Y,59,10,Y,7,M,Mortgage,HI,16970852,OHTF30292602833928,Bachelor,A,Major Loss,Ambulance,1,1,FL,Panama City Beach,16,AGENT00083,VNDR00139,Kim Ltd,6452 El Camino Real,0,Atascadero,CA,93422.0,Christopher Fontenot,1990-06-29,9904 Daniel Drive,0,Louisville,KY,40118,121752253,DHZC54326133627820,0.5755628761158947,-1.1245622268092037,-0.7883559846880617,1.7292233261770673,14,0.01908355093154568,0
2020-10-20,TXN00003485,A00009736,PLC00005870,2014-05-31,2020-10-15,2020-10-16,Mobile,-1.703223032343011,-0.7471201779842155,Timothy Cazares,16896 West 85th Lane,0,Arvada,CO,80007,283-49-7576,Y,42,23,Y,4,M,Rent,MI,77206691,PDZZ21578372466364,MD,A,Minor Loss,Ambulance,1,1,AZ,Glendale,21,AGENT00386,VNDR00307,"Reeves, Brown and Burch",467 North Mountain Ranch Road,0,Fayetteville,AR,72704.0,Justin Bowers,2008-08-11,7800 River Mist Avenue,0,Bakersfield,CA,93313,114868057,BJXF04490976905729,0.2258674795445504,-1.1245622268092037,-0.7883559846880617,-0.5697872179000979,22,0.07298896217531897,0
2020-10-20,TXN00003486,A00004970,PLC00002433,2016-12-05,2020-10-08,2020-10-13,Mobile,-1.644854203087787,-0.7425822291716718,Brenda Ford,8302 Star Point Court,0,Prospect,KY,40059,419-59-5233,Y,28,104,Y,7,L,Rent,MI,44636207,VGKM41768922494398,PhD,A,Major Loss,Police,1,1,AL,Montgomery,18,AGENT00923,VNDR00374,Young-Kelley,1040 West 27th Avenue,#APT 000401,Anchorage,AK,99503.0,Jason Collins,2012-06-19,18318 Pioneer Drive,0,Anchorage,AK,99577,52968433,JHBK93657793995499,-0.6736267905250745,0.9091880703409976,-0.0511842881309487,-1.0613405451695432,18,0.07521328331587757,0
2020-10-20,TXN00003488,A00002007,PLC00002257,2017-01-26,2020-10-06,2020-10-11,Health,0.6739613789912061,-0.3432427336678251,Thomas Garfield,22207 Quinterno Court,0,Cupertino,CA,95014,019-28-7611,N,56,77,Y,2,L,Own,HI,37285607,HGOW26846654296124,High School,A,Minor Loss,Ambulance,1,1,GA,Savannah,22,AGENT00541,VNDR00568,"Green, Allen and Collins",14 Huntington Street,0,Manchester,CT,6040.0,Travis Velasco,2000-07-08,2944 Sheldon Jackson Street,0,Anchorage,AK,99508,111793510,YPHP86695790141268,-0.7260811000107761,0.9091880703409976,0.4402635095737928,0.4539637753600117,16,0.09210273291192789,0
2020-10-20,TXN00003489,A00003712,PLC00002698,2019-11-18,2020-10-05,2020-10-10,Life,-0.4795474346235601,-0.1163452930406394,John Schneider,321 Kentucky Avenue Southeast,0,Washington,DC,20003,802-55-9536,Y,42,118,Y,5,L,Mortgage,MI,103755854,IBEA90150856439729,High School,A,Major Loss,Ambulance,0,1,FL,Panama City,1,AGENT00622,VNDR00312,Roberts Inc,10202 North 51st Drive,0,Glendale,AZ,85302.0,Roscoe Wooden,2015-01-04,743 East 9th Avenue,#STE 000200,Anchorage,AK,99501,12462649,YPYD26891395401546,-1.7236843563406947,0.9091880703409976,0.6859874084261636,-1.3851057048975457,21,0.041554170358874765,0
2020-10-20,TXN00003492,A00007156,PLC00004532,2011-05-16,2020-10-14,2020-10-16,Property,0.9221323941579218,0.2920701000882947,Juan Castillo,517 West 33rd Street,0,Savannah,GA,31415,123-73-8152,Y,33,16,N,7,L,Rent,MI,100614435,YDCJ23656341146622,High School,A,Total Loss,Ambulance,1,1,AZ,Glendale,19,AGENT00750,VNDR00584,"Garrett, Wagner and Edwards",3604 Ridgehaven Drive,0,Midwest City,OK,73110.0,Mildred Whitmore,2000-05-28,735 West Treadwell Street,#33,Fayetteville,AR,72701,118821676,LYCA65725413836979,1.304094952306196,-0.6161246525216532,-0.7883559846880617,0.4709857633714621,15,0.05961913245198158,0
2020-10-20,TXN00003493,A00006438,PLC00002923,2019-10-20,2020-10-17,2020-10-17,Health,1.120006864966412,-0.7062786386713221,Olga Wilder,40 Strawberry Lane,0,Manchester,CT,6040,454-22-6095,Y,34,83,Y,4,M,Rent,MI,21940110,EBXL71327591212526,High School,A,Minor Loss,Other,0,0,MA,Norton,22,AGENT00474,VNDR00100,Lamb-Campbell,295 Townes Drive,0,Nashville,TN,37211.0,Antoinette Rehkop,2003-04-05,1 Portsmouth Road,0,Piedmont,CA,94610,58706314,IGXL71581076733788,-1.683857936175625,-1.632999801096754,-1.0340798835404326,0.1100501400266189,13,-0.007761903618080712,1
2020-10-20,TXN00003495,A00004076,PLC00008748,2015-03-15,2020-09-30,2020-10-05,Health,1.9853972022575197,-0.1617247811660765,Shaunna Plank,314 South 17th Street,0,Nashville,TN,37206,164-98-7949,Y,30,115,Y,7,M,Mortgage,MI,49062889,LFZS77644917489921,High School,A,Major Loss,0,1,0,DC,Washington,10,AGENT00102,VNDR00473,Griffin Ltd,2441 Chase Park Drive,0,Montgomery,AL,36110.0,Mary Baker,1996-04-09,4418 15th Street Northwest,0,Washington,DC,20011,18048180,SPCS72717026359906,-0.0684594792363313,0.9091880703409976,1.9146069026880184,0.9906774789863672,14,0.017999873896750618,0
2020-10-20,TXN00003496,A00005241,PLC00006663,2014-04-28,2020-09-30,2020-10-05,Motor,0.9598030570105842,-0.6155196624204478,Anna Meza,5415 Frank Hough Road,0,Panama City,FL,32404,556-16-8718,Y,37,6,Y,2,L,Own,HI,84360591,RAJT30910230044515,High School,A,Minor Loss,Ambulance,1,0,OK,Del City,3,AGENT00248,VNDR00029,Grant-Carter,4439 Gale Street,0,Livermore,CA,94550.0,Orville Noto,1991-05-17,3959 Fairlands Drive,0,Pleasanton,CA,94588,78860719,EJSM50999194892837,0.2433522493731176,0.9091880703409976,1.9146069026880184,1.612153735159538,14,0.0075980276092427745,0
2020-10-21,TXN00003497,A00003069,PLC00004256,2014-10-20,2020-10-07,2020-10-12,Life,-0.0570978583472747,-0.297863245542388,Jessica Spivey,3722 Kisling Loop,0,Tyndall Air Force Base,FL,32403,397-56-9008,Y,56,17,Y,6,M,Mortgage,LI,18157178,XLZI64375392736804,Bachelor,A,Minor Loss,Ambulance,1,1,CT,Manchester,17,AGENT01166,VNDR00266,Avila-Baker,14 Huntington Street,0,Manchester,CT,6040.0,Lynn Bailey,1990-12-04,6902 West Sherri Jean Lane,0,Peoria,AZ,85382,38988505,NIMJ52479035223537,0.0801610643064904,0.9091880703409976,0.4402635095737928,1.671556999444397,20,0.08929050641748132,0
2020-10-21,TXN00003499,A00005392,PLC00000138,2019-07-22,2020-10-12,2020-10-15,Property,0.340927881573988,0.7912444694681032,Daniel Jones,150 Somersby Boulevard,0,Pooler,GA,31322,066-79-2721,Y,29,57,Y,5,M,Own,LI,93211495,FDXZ08886285195446,Bachelor,A,Total Loss,Ambulance,1,0,DC,Washington,13,AGENT00204,VNDR00560,Brown Group,6950 Reno Drive,0,Arvada,CO,80002.0,Gary Carter,1991-06-04,2740 Collie Hill Way,APT A,Anchorage,AK,99504,106470495,WNEH49335676371770,-1.6012909675407243,-0.1076870782341027,-0.2969081869833199,1.610069410096912,20,0.040550836012895886,0
2020-10-21,TXN00003500,A00001129,PLC00002033,2010-10-27,2020-10-05,2020-10-10,Life,-0.216059776318949,2.2887675776075285,Nell Wilcox,1653 Brooks Avenue,0,Fayetteville,AR,72701,084-02-1275,N,30,96,Y,6,L,Own,MI,24604356,XGAN31459176918032,Bachelor,A,Total Loss,Police,1,1,DC,Washington,12,AGENT00965,VNDR00135,Shields-Bush,740 East 34th Street,0,Savannah,GA,31401.0,Joan Norton,1997-01-17,6518 Dolphin Court,0,Glen Burnie,MD,21061,22715535,SNHM46325775074444,1.490599163810913,0.9091880703409976,0.9317113072785348,0.8941037510846669,17,0.05846364905933954,0
2020-10-21,TXN00003503,A00007804,PLC00009957,2012-01-24,2020-10-04,2020-10-09,Mobile,-1.6036648519466892,-0.7198924851089532,Stephen Mills,1536 North Main Street,0,Salinas,CA,93906,131-95-8337,N,41,46,Y,7,M,Rent,LI,54660962,HFWO49504945953004,Masters,A,Total Loss,Police,1,1,AK,Anchorage,5,AGENT00567,VNDR00344,Lewis Ltd,204 North Holt Street,0,Montgomery,AL,36104.0,Albert Tardiff,1998-08-30,19404 North 77th Avenue,0,Glendale,AZ,85308,97736963,CRUA62629462360388,1.048623037588797,0.9091880703409976,1.1774352061309057,0.6887977324159443,24,0.060205959961818434,0
2020-10-21,TXN00003505,A00007257,PLC00008899,2017-04-18,2020-10-12,2020-10-15,Motor,1.0144462163133476,-0.6155196624204478,Jose Illiano,6045 Camelot Court,0,Montgomery,AL,36117,164-14-1079,Y,64,76,Y,5,L,Own,MI,68355797,KXLQ72835208647813,PhD,A,Total Loss,Ambulance,1,1,MD,Glen Burnie,3,AGENT00521,VNDR00093,Mullins-Ramsey,1345 G Street Southeast,0,Washington,DC,20003.0,Sarah Gabriel,2001-11-05,82 East Foster Street,#2,Melrose,MA,2176,36313156,DCGV47349877384233,-0.7999056837313933,-0.1076870782341027,-0.2969081869833199,0.2875651578603194,9,0.04302939959997565,0
2020-10-21,TXN00003506,A00000210,PLC00004828,2010-09-09,2020-10-10,2020-10-15,Property,0.0401835237447655,0.4282085644646063,Charles Mcnay,13852 West 66th Place,0,Arvada,CO,80004,294-03-8957,Y,29,85,Y,2,M,Own,MI,96979284,VHON87725746263530,MD,A,Minor Loss,0,0,1,CT,Manchester,7,AGENT00080,VNDR00544,"Miller, Jensen and Bridges",2008 Aberdeen Drive,0,Crofton,MD,21114.0,Gary Simmons,2014-07-10,11843 North 60th Avenue,0,Glendale,AZ,85304,107838887,QHOY59291625073441,1.542082097195027,0.9091880703409976,-0.2969081869833199,-1.3215337904874334,18,0.04463980521403521,0
2020-10-21,TXN00003507,A00007317,PLC00003595,2016-03-26,2020-10-08,2020-10-13,Health,0.8409955818598794,-0.6608991505458849,Marie Schwerdtfeger,3538 Mendenhall Court,0,Pleasanton,CA,94588,025-48-3612,Y,26,93,N,6,H,Mortgage,MI,98421743,XYIE52124835089619,Bachelor,A,Minor Loss,0,1,0,FL,Panama City Beach,12,AGENT00025,VNDR00336,"Anderson, Johnson and Kaiser",151 Main Street,0,Savannah,GA,31408.0,Elizabeth Mobley,2010-12-08,19020 North 68th Avenue,0,Glendale,AZ,85308,60796891,LJXW49594989067332,-0.4268972607219593,0.9091880703409976,0.194539610721422,-0.8671509268348295,14,0.06282681047985894,0
2020-10-21,TXN00003510,A00007235,PLC00002959,2019-09-05,2020-10-18,2020-10-18,Life,-0.714471623292636,2.379526553858403,Lawrence Russell,5410 McLean Drive,0,Elk Grove,CA,95757,605-09-9567,N,41,101,Y,5,M,Mortgage,MI,86523705,ZXIH09668279850687,Bachelor,A,Total Loss,0,1,0,AK,Anchorage,8,AGENT00762,VNDR00324,Webb-Gomez,5611 Kendall Court,#3,Arvada,CO,80002.0,Juanita Mccommons,1990-10-29,1606 Trevilian Way,0,Louisville,KY,40205,22764175,RQFW77703169405063,-1.63917463550262,-1.632999801096754,-1.0340798835404326,1.6878842124349729,15,-0.004575569963073733,1
2020-10-21,TXN00003511,A00004000,PLC00007950,2010-10-19,2020-10-01,2020-10-06,Travel,-0.759386644386195,-0.7062786386713221,Julio Strickland,323 Randolph Street,0,Montgomery,AL,36104,023-34-8856,N,40,21,Y,5,M,Own,MI,127743169,FKMK46536668490395,Masters,A,Minor Loss,Ambulance,1,1,KY,Louisville,16,AGENT00962,VNDR00406,Lawson PLC,1363 Dean Forest Road,0,Savannah,GA,31405.0,Audra Brown,2008-06-13,25 Edwards Street,0,Manchester,CT,6042,30894105,NIQC64950287382615,1.494484668217261,0.9091880703409976,1.9146069026880184,-0.5541547799303982,16,0.06925688577715056,0
2020-10-21,TXN00003512,A00009793,PLC00003389,2019-01-29,2020-10-13,2020-10-16,Health,2.05432209637805,-0.7062786386713221,Shirley Fredeen,949 South Lawrence Street,0,Montgomery,AL,36104,687-60-6456,Y,64,68,Y,3,L,Mortgage,MI,28246079,RYDE33508362737489,Bachelor,A,Total Loss,Police,1,0,OK,Oklahoma City,20,AGENT00049,VNDR00005,Wilson PLC,23 North Hill Street,0,Nashville,TN,37210.0,Saul Conyers,2007-12-06,6215 Sheridan Boulevard,0,Arvada,CO,80003,73276531,CYQL68368026925344,-1.4313001497629874,-0.1076870782341027,-0.5426320858356908,-0.4839825028219686,16,0.021395764882062962,0
2020-10-21,TXN00003515,A00001398,PLC00005246,2016-01-31,2020-10-11,2020-10-14,Mobile,-1.6477519463841457,-0.7335063315465844,Enrique Cooper,21 Glenoak Lane Northwest,B,Glen Burnie,MD,21061,326-87-3459,N,64,74,Y,6,L,Mortgage,HI,74092109,YYNV25638617707306,High School,A,Total Loss,0,0,0,TN,Nashville,4,AGENT00435,VNDR00590,Riley-Kelly,640 Hilliard Street,#6000,Manchester,CT,6042.0,Eugene Brox,1996-11-09,1729 Frankford Street Southeast,0,Washington,DC,20020,94644854,OEIB44255461327063,-0.3705574468299092,-0.1076870782341027,-0.0511842881309487,0.9201578143674994,26,-0.0042429260741692065,1
2020-10-21,TXN00003516,A00003251,PLC00003555,2013-08-04,2020-10-16,2020-10-17,Mobile,-1.6431983497755822,-0.7289683827340407,Celia Soto,922 Judge Court East,0,West River,MD,20778,713-84-5213,N,63,59,N,7,L,Rent,MI,109569989,WJSK37655676808960,High School,A,Major Loss,0,0,1,OK,The Village,19,AGENT01097,VNDR00406,Lawson PLC,1363 Dean Forest Road,0,Savannah,GA,31405.0,Barbara Miller,1993-09-28,189 Dalton Avenue,0,Pittsfield,MA,1201,96560884,ZXPJ13504297261189,0.5182516861222581,-1.1245622268092037,-0.7883559846880617,1.3172217387978713,16,0.02217597278578065,0
2020-10-21,TXN00003517,A00000385,PLC00005041,2016-07-18,2020-10-15,2020-10-17,Life,-0.3085805801384001,3.2417368282417085,Betty Gwaltney,7966 Chase Circle,#96,Arvada,CO,80003,660-67-9230,N,39,91,Y,2,H,Rent,HI,20032582,AQWP51818829492105,0,A,Total Loss,Police,1,1,DC,Washington,14,AGENT01068,VNDR00545,Myers-Brown,7703 Aragorn Court,0,Hanover,MD,21076.0,Patrick Snyder,1992-01-05,12245 West 71st Place,0,Arvada,CO,80004,30867103,LAXH61417383223924,-0.5308345035917756,-0.6161246525216532,-0.7883559846880617,1.5364232578841044,20,0.036873623583167814,0
2020-10-21,TXN00003519,A00009133,PLC00002376,2015-11-02,2020-10-05,2020-10-10,Life,-0.1599677453680066,1.5173162794750976,Leigh Tucker,295 Townes Drive,0,Nashville,TN,37211,366-79-1010,Y,34,111,Y,4,M,Own,HI,89605015,KERB84347343422595,High School,A,Minor Loss,Other,1,0,AL,Montgomery,6,AGENT00105,VNDR00104,Reese-Mckinney,20 Garfield Street,0,Needham,MA,2492.0,Jonathan Labonte,1992-01-07,6516 Nile Circle,0,Arvada,CO,80007,34673762,DFEM16996667441685,-0.2889618542965957,0.9091880703409976,0.9317113072785348,1.5322546077588513,19,0.03979224179947671,0
2020-10-21,TXN00003521,A00000901,PLC00007261,2015-05-23,2020-10-15,2020-10-17,Health,1.1781687125576108,-0.4340017099186993,Alice Burton,3752 Roswell Place,0,Montgomery,AL,36116,093-65-9081,Y,60,46,Y,5,H,Mortgage,HI,83507546,YLTR80861068797584,High School,A,Total Loss,Ambulance,1,1,CA,Blue Lake,14,AGENT01097,VNDR00314,Clarke Ltd,1742 Allerford Drive,0,Hanover,MD,21076.0,Barbara Miller,1993-09-28,189 Dalton Avenue,0,Pittsfield,MA,1201,96560884,ZXPJ13504297261189,-0.1209137887220327,-0.6161246525216532,-0.7883559846880617,1.3168743512874337,22,0.08151384982727977,0
2020-10-21,TXN00003523,A00002912,PLC00001282,2011-08-01,2020-10-20,2020-10-20,Motor,0.8761824647442348,-0.5247606861695736,Betty Pacheco,6391 West 60th Avenue,#210,Arvada,CO,80003,064-10-8231,Y,59,42,Y,3,L,Own,MI,59958116,WDIW54232979090809,High School,A,Major Loss,Other,0,0,GA,Savannah,13,AGENT00434,VNDR00268,Williams-Robinson,6225 West Citrus Way,0,Glendale,AZ,85301.0,Edward Odom,2005-10-05,7407 North 75th Drive,0,Glendale,AZ,85303,119211324,BMHH11863984588776,1.235127249093514,-1.632999801096754,-1.5255276812451743,-0.2064198819821898,17,0.019631346126038784,0
2020-10-21,TXN00003525,A00005555,PLC00009676,2013-08-07,2020-10-05,2020-10-10,Property,0.0180364856940242,-0.2071042692915137,Alice Traino,7770 West Bell Road,0,Glendale,AZ,85308,128-13-0205,N,58,18,N,7,L,Mortgage,MI,23401055,YTHZ91546038548438,Masters,A,Major Loss,Ambulance,0,1,OK,Norman,13,AGENT00927,VNDR00522,Moore-Elliott,6444 North 67th Avenue,#1081,Glendale,AZ,85301.0,Maria Lynn,2010-04-16,302 East Granada Street,0,Fayetteville,AR,72703,13995380,AAZI21883736448048,0.5046524207000389,0.9091880703409976,0.9317113072785348,-0.7862096369028291,12,0.06030052422902177,0
2020-10-21,TXN00003526,A00003391,PLC00003520,2011-03-04,2020-10-16,2020-10-17,Motor,-0.1152597059384733,-0.4340017099186993,Cortney Pisciotta,3500 South College Avenue,0,Fort Collins,CO,80525,489-42-0433,Y,27,69,Y,4,L,Mortgage,LI,121035323,YTIZ62604541769845,MD,A,Minor Loss,Ambulance,1,1,AL,Montgomery,13,AGENT00845,VNDR00209,"Hill, Blair and Rice",1700 William E Summers III Avenue,#201,Louisville,KY,40211.0,Josephine Kraemer,2017-11-07,4604 West 19th Court,0,Panama City,FL,32405,63667590,CFVD19520852636468,1.3769481599252258,-1.1245622268092037,-0.7883559846880617,-1.7418726781171356,23,0.06566566786694428,0
2020-10-21,TXN00003527,A00006360,PLC00005173,2017-05-06,2020-10-10,2020-10-15,Mobile,-1.6398866431511725,-0.7335063315465844,Phillip Fields,1255 U.S. Route 5 North,0,Windsor,VT,5089,324-64-8994,N,60,68,Y,2,L,Mortgage,MI,127842044,EVKO60326802145141,Bachelor,A,Minor Loss,Police,1,1,GA,Savannah,17,AGENT01182,VNDR00083,"Kennedy, Benjamin and Young",1217 Cottondale Road,0,Montgomery,AL,36109.0,Micah Tucker,2008-10-02,3377 Sandstone Court,0,Pleasanton,CA,94588,75949031,LYFY39514467763614,-0.8193332057631346,0.9091880703409976,-0.2969081869833199,-0.5895883059950507,27,0.05331118003109425,0
2020-10-21,TXN00003528,A00005073,PLC00000261,2014-07-22,2020-10-16,2020-10-17,Property,0.0308693488636128,-0.2071042692915137,Peter Keane,4600 Ritchie Highway,0,Baltimore,MD,21225,567-18-0597,N,62,75,Y,2,L,Own,MI,99259037,OBUO32467320453057,PhD,A,Total Loss,Police,0,1,AK,Anchorage,20,AGENT00901,VNDR00451,"Hicks, Patton and Cook",7229 Lewis Place,APT B,Anchorage,AK,99507.0,Mildred Fair,2006-03-21,241 Braxton Way,0,Edgewater,MD,21037,94046766,EFTW49458662897847,0.1763272983636102,-1.1245622268092037,-0.7883559846880617,-0.2658231462670488,28,0.02216976272611304,0
2020-10-21,TXN00003529,A00008087,PLC00008028,2014-06-15,2020-10-17,2020-10-18,Life,-0.5602702835935511,1.971111160729469,Martin Rodriquez,713 Millard Fuller Drive,0,Montgomery,AL,36110,429-59-4940,Y,43,92,Y,6,H,Rent,LI,112645052,TZNL15510640285043,PhD,A,Total Loss,Police,0,1,MA,Yarmouth,23,AGENT00878,VNDR00260,"Freeman, Branch and Mueller",4812 Alton Place Northwest,0,Washington,DC,20016.0,Lori Creamer,2012-08-30,400 US Highway 98,0,Mexico Beach,FL,32456,43121755,BXFI23783776853249,0.2132395902239185,-1.1245622268092037,-1.0340798835404326,-1.0832259583271229,17,0.03022815959778047,0
